,method,error_test,subproblem,subproblem_id,dataset_id,num_boost_round
816,Vanilla,0.47689557232601365,classification,1,38,64
817,LASSO (Saabas),0.47165393309338155,classification,1,38,64
818,LASSO (Shap),0.46860952323658467,classification,1,38,64
819,Vanilla,0.47195511943462365,classification,1,39,1
820,LASSO (Saabas),0.4826866618262837,classification,1,39,1
821,LASSO (Shap),0.47796668040946233,classification,1,39,1
822,Vanilla,0.45834260667997173,classification,1,39,2
823,LASSO (Saabas),0.4847947519546998,classification,1,39,2
824,LASSO (Shap),0.4683301530315027,classification,1,39,2
825,Vanilla,0.4586361613088006,classification,1,39,4
826,LASSO (Saabas),0.4684982894476004,classification,1,39,4
827,LASSO (Shap),0.46270883272585306,classification,1,39,4
828,Vanilla,0.4593199566068187,classification,1,39,8
829,LASSO (Saabas),0.46336541607226034,classification,1,39,8
830,LASSO (Shap),0.46035492290048396,classification,1,39,8
831,Vanilla,0.4666124555943516,classification,1,39,16
832,LASSO (Saabas),0.4687214578552239,classification,1,39,16
833,LASSO (Shap),0.46829290762287346,classification,1,39,16
834,Vanilla,0.4648489995123132,classification,1,39,32
835,LASSO (Saabas),0.4788228687417072,classification,1,39,32
836,LASSO (Shap),0.47540541247237766,classification,1,39,32
837,Vanilla,0.47333411168636264,classification,1,39,64
838,LASSO (Saabas),0.4774311066355812,classification,1,39,64
839,LASSO (Shap),0.4777936792869313,classification,1,39,64
840,Vanilla,0.4637338066231983,classification,2,0,1
841,LASSO (Saabas),0.4987372383321895,classification,2,0,1
842,LASSO (Shap),0.5049304006520247,classification,2,0,1
843,Vanilla,0.4916539764927934,classification,2,0,2
844,LASSO (Saabas),0.49846377402196296,classification,2,0,2
845,LASSO (Shap),0.5006166352093342,classification,2,0,2
846,Vanilla,0.4775920126973233,classification,2,0,4
847,LASSO (Saabas),0.4943644903912149,classification,2,0,4
848,LASSO (Shap),0.48007463967055597,classification,2,0,4
849,Vanilla,0.485085471002059,classification,2,0,8
850,LASSO (Saabas),0.48899708304735756,classification,2,0,8
851,LASSO (Shap),0.4776644003088538,classification,2,0,8
852,Vanilla,0.47624077728208647,classification,2,0,16
853,LASSO (Saabas),0.5006488074811256,classification,2,0,16
854,LASSO (Shap),0.4838495195607413,classification,2,0,16
855,Vanilla,0.47763490905971173,classification,2,0,32
856,LASSO (Saabas),0.5120270676046671,classification,2,0,32
857,LASSO (Shap),0.503061727865477,classification,2,0,32
858,Vanilla,0.47251951784488666,classification,2,0,64
859,LASSO (Saabas),0.5060188958476322,classification,2,0,64
860,LASSO (Shap),0.497983870967742,classification,2,0,64
861,Vanilla,0.4801889338731443,classification,2,1,1
862,LASSO (Saabas),0.4800662495399337,classification,2,1,1
863,LASSO (Shap),0.4907201570359465,classification,2,1,1
864,Vanilla,0.47362286835971035,classification,2,1,2
865,LASSO (Saabas),0.47492822966507187,classification,2,1,2
866,LASSO (Shap),0.4870764323395903,classification,2,1,2
867,Vanilla,0.4806821248926513,classification,2,1,4
868,LASSO (Saabas),0.46618819776714515,classification,2,1,4
869,LASSO (Shap),0.4769255306097412,classification,2,1,4
870,Vanilla,0.4817838302048829,classification,2,1,8
871,LASSO (Saabas),0.47462642620537354,classification,2,1,8
872,LASSO (Shap),0.49861612072138384,classification,2,1,8
873,Vanilla,0.4885780885780885,classification,2,1,16
874,LASSO (Saabas),0.4712329775487669,classification,2,1,16
875,LASSO (Shap),0.4901288185498711,classification,2,1,16
876,Vanilla,0.48125628757207706,classification,2,1,32
877,LASSO (Saabas),0.4794209299472457,classification,2,1,32
878,LASSO (Shap),0.4932793522267206,classification,2,1,32
879,Vanilla,0.46516991780149675,classification,2,1,64
880,LASSO (Saabas),0.4887891056312109,classification,2,1,64
881,LASSO (Shap),0.5009863820390135,classification,2,1,64
882,Vanilla,0.48505350843978556,classification,2,2,1
883,LASSO (Saabas),0.48522539309272794,classification,2,2,1
884,LASSO (Shap),0.4796453695769146,classification,2,2,1
885,Vanilla,0.48424639789553403,classification,2,2,2
886,LASSO (Saabas),0.49360539269415493,classification,2,2,2
887,LASSO (Shap),0.4737190856732896,classification,2,2,2
888,Vanilla,0.4953466589609199,classification,2,2,4
889,LASSO (Saabas),0.5044415990753104,classification,2,2,4
890,LASSO (Shap),0.5001868311445027,classification,2,2,4
891,Vanilla,0.4855816178082465,classification,2,2,8
892,LASSO (Saabas),0.5121465154746009,classification,2,2,8
893,LASSO (Shap),0.4915353036130652,classification,2,2,8
894,Vanilla,0.49605910839195677,classification,2,2,16
895,LASSO (Saabas),0.5363249566551744,classification,2,2,16
896,LASSO (Shap),0.5063821518962116,classification,2,2,16
897,Vanilla,0.4875794655134619,classification,2,2,32
898,LASSO (Saabas),0.5330815679866079,classification,2,2,32
899,LASSO (Shap),0.5165059088463302,classification,2,2,32
900,Vanilla,0.4811923314533968,classification,2,2,64
901,LASSO (Saabas),0.5145080611411148,classification,2,2,64
902,LASSO (Shap),0.48585065465633026,classification,2,2,64
903,Vanilla,0.5439379733141003,classification,2,3,1
904,LASSO (Saabas),0.5123596586128141,classification,2,3,1
905,LASSO (Shap),0.5286837360259646,classification,2,3,1
906,Vanilla,0.49277076571703327,classification,2,3,2
907,LASSO (Saabas),0.5420218776295227,classification,2,3,2
908,LASSO (Shap),0.553612213006371,classification,2,3,2
909,Vanilla,0.4676715951436471,classification,2,3,4
910,LASSO (Saabas),0.5546147373482389,classification,2,3,4
911,LASSO (Shap),0.5557062146892655,classification,2,3,4
912,Vanilla,0.5034258925351605,classification,2,3,8
913,LASSO (Saabas),0.5156725567976921,classification,2,3,8
914,LASSO (Shap),0.5271402812838081,classification,2,3,8
915,Vanilla,0.5072244260127419,classification,2,3,16
916,LASSO (Saabas),0.5215146051208077,classification,2,3,16
917,LASSO (Shap),0.5163962014665224,classification,2,3,16
918,Vanilla,0.4975646111311456,classification,2,3,32
919,LASSO (Saabas),0.5107080177905998,classification,2,3,32
920,LASSO (Shap),0.4953335737468446,classification,2,3,32
921,Vanilla,0.4867171535040269,classification,2,3,64
922,LASSO (Saabas),0.5029907440798174,classification,2,3,64
923,LASSO (Shap),0.48168529871378774,classification,2,3,64
924,Vanilla,0.48098611953924963,classification,2,4,1
925,LASSO (Saabas),0.49276729044003076,classification,2,4,1
926,LASSO (Shap),0.4836156987519067,classification,2,4,1
927,Vanilla,0.4893668782357218,classification,2,4,2
928,LASSO (Saabas),0.5070277007855937,classification,2,4,2
929,LASSO (Shap),0.4924119418977799,classification,2,4,2
930,Vanilla,0.48591999737588765,classification,2,4,4
931,LASSO (Saabas),0.5159059474412171,classification,2,4,4
932,LASSO (Shap),0.4889759948392458,classification,2,4,4
933,Vanilla,0.4913158283174519,classification,2,4,8
934,LASSO (Saabas),0.4948501795876864,classification,2,4,8
935,LASSO (Shap),0.4857122551511872,classification,2,4,8
936,Vanilla,0.4948747806406115,classification,2,4,16
937,LASSO (Saabas),0.5047452697642125,classification,2,4,16
938,LASSO (Shap),0.5042997173612365,classification,2,4,16
939,Vanilla,0.4850452932718854,classification,2,4,32
940,LASSO (Saabas),0.5149109715229145,classification,2,4,32
941,LASSO (Shap),0.48933134338149675,classification,2,4,32
942,Vanilla,0.4940055434372591,classification,2,4,64
943,LASSO (Saabas),0.5203314035174038,classification,2,4,64
944,LASSO (Shap),0.49797451330916964,classification,2,4,64
945,Vanilla,0.48021308980213095,classification,2,5,1
946,LASSO (Saabas),0.49578893962455606,classification,2,5,1
947,LASSO (Shap),0.4960197869101979,classification,2,5,1
948,Vanilla,0.4786529680365298,classification,2,5,2
949,LASSO (Saabas),0.4996702181633689,classification,2,5,2
950,LASSO (Shap),0.481128868594622,classification,2,5,2
951,Vanilla,0.46895991882293253,classification,2,5,4
952,LASSO (Saabas),0.4921232876712329,classification,2,5,4
953,LASSO (Shap),0.4811212582445459,classification,2,5,4
954,Vanilla,0.46349061390157276,classification,2,5,8
955,LASSO (Saabas),0.48924657534246574,classification,2,5,8
956,LASSO (Shap),0.46925418569254185,classification,2,5,8
957,Vanilla,0.4620243531202435,classification,2,5,16
958,LASSO (Saabas),0.46687468290208023,classification,2,5,16
959,LASSO (Shap),0.4622602739726027,classification,2,5,16
960,Vanilla,0.4475443937087773,classification,2,5,32
961,LASSO (Saabas),0.48132420091324213,classification,2,5,32
962,LASSO (Shap),0.4826281075596144,classification,2,5,32
963,Vanilla,0.45268899036022325,classification,2,5,64
964,LASSO (Saabas),0.48273972602739734,classification,2,5,64
965,LASSO (Shap),0.47146626078132936,classification,2,5,64
966,Vanilla,0.47925895495424153,classification,2,6,1
967,LASSO (Saabas),0.5386658021471102,classification,2,6,1
968,LASSO (Shap),0.5366488648231282,classification,2,6,1
969,Vanilla,0.4648582699379823,classification,2,6,2
970,LASSO (Saabas),0.505751364835502,classification,2,6,2
971,LASSO (Shap),0.5175362182548914,classification,2,6,2
972,Vanilla,0.4537465538831611,classification,2,6,4
973,LASSO (Saabas),0.5211691802077816,classification,2,6,4
974,LASSO (Shap),0.5291008171689624,classification,2,6,4
975,Vanilla,0.4482599894079856,classification,2,6,8
976,LASSO (Saabas),0.5200505842931316,classification,2,6,8
977,LASSO (Shap),0.5377451878102742,classification,2,6,8
978,Vanilla,0.4556249041026732,classification,2,6,16
979,LASSO (Saabas),0.5377501373497195,classification,2,6,16
980,LASSO (Shap),0.5463450125965779,classification,2,6,16
981,Vanilla,0.4459436049475596,classification,2,6,32
982,LASSO (Saabas),0.52341379634625,classification,2,6,32
983,LASSO (Shap),0.5268289785635447,classification,2,6,32
984,Vanilla,0.4440726790372156,classification,2,6,64
985,LASSO (Saabas),0.5198600270244854,classification,2,6,64
986,LASSO (Shap),0.5064566742064651,classification,2,6,64
987,Vanilla,0.4725350476729153,classification,2,7,1
988,LASSO (Saabas),0.4789057449903037,classification,2,7,1
989,LASSO (Shap),0.45821549773755654,classification,2,7,1
990,Vanilla,0.4707119626696833,classification,2,7,2
991,LASSO (Saabas),0.49593719699418226,classification,2,7,2
992,LASSO (Shap),0.4734617404654169,classification,2,7,2
993,Vanilla,0.48117576357466063,classification,2,7,4
994,LASSO (Saabas),0.5063984728506787,classification,2,7,4
995,LASSO (Shap),0.49511655623787976,classification,2,7,4
996,Vanilla,0.4961089002908856,classification,2,7,8
997,LASSO (Saabas),0.5074009170976083,classification,2,7,8
998,LASSO (Shap),0.5027826034259858,classification,2,7,8
999,Vanilla,0.5047723416289592,classification,2,7,16
1000,LASSO (Saabas),0.5145468042986425,classification,2,7,16
1001,LASSO (Shap),0.5044819610536523,classification,2,7,16
1002,Vanilla,0.510731456043956,classification,2,7,32
1003,LASSO (Saabas),0.5197054783451842,classification,2,7,32
1004,LASSO (Shap),0.5120318560116355,classification,2,7,32
1005,Vanilla,0.5029240061409179,classification,2,7,64
1006,LASSO (Saabas),0.5209074014221073,classification,2,7,64
1007,LASSO (Shap),0.5022195176147383,classification,2,7,64
1008,Vanilla,0.5318509615384615,classification,2,8,1
1009,LASSO (Saabas),0.46204347123464773,classification,2,8,1
1010,LASSO (Shap),0.5202306884292178,classification,2,8,1
1011,Vanilla,0.5171072034583064,classification,2,8,2
1012,LASSO (Saabas),0.4749060681965094,classification,2,8,2
1013,LASSO (Shap),0.5041814802844214,classification,2,8,2
1014,Vanilla,0.5030603587588882,classification,2,8,4
1015,LASSO (Saabas),0.48300137362637363,classification,2,8,4
1016,LASSO (Shap),0.5012120232708468,classification,2,8,4
1017,Vanilla,0.49503070458952814,classification,2,8,8
1018,LASSO (Saabas),0.48347860778926954,classification,2,8,8
1019,LASSO (Shap),0.49624272786037493,classification,2,8,8
1020,Vanilla,0.4884327529088558,classification,2,8,16
1021,LASSO (Saabas),0.4708382150937298,classification,2,8,16
1022,LASSO (Shap),0.47651704912734316,classification,2,8,16
1023,Vanilla,0.4749111182934712,classification,2,8,32
1024,LASSO (Saabas),0.49101082740788626,classification,2,8,32
1025,LASSO (Shap),0.4905310681965094,classification,2,8,32
1026,Vanilla,0.46368980284421457,classification,2,8,64
1027,LASSO (Saabas),0.49037451519069164,classification,2,8,64
1028,LASSO (Shap),0.49680833872010344,classification,2,8,64
1029,Vanilla,0.5130185130185131,classification,2,9,1
1030,LASSO (Saabas),0.5229706282337862,classification,2,9,1
1031,LASSO (Shap),0.5201048358943096,classification,2,9,1
1032,Vanilla,0.5065939276465592,classification,2,9,2
1033,LASSO (Saabas),0.5025740025740026,classification,2,9,2
1034,LASSO (Shap),0.5025427393848447,classification,2,9,2
1035,Vanilla,0.4897092002355161,classification,2,9,4
1036,LASSO (Saabas),0.47581271265481795,classification,2,9,4
1037,LASSO (Shap),0.4928798086692824,classification,2,9,4
1038,Vanilla,0.4698466540571803,classification,2,9,8
1039,LASSO (Saabas),0.4876718824087245,classification,2,9,8
1040,LASSO (Shap),0.5061458219352957,classification,2,9,8
1041,Vanilla,0.4691041533146797,classification,2,9,16
1042,LASSO (Saabas),0.4805933753302174,classification,2,9,16
1043,LASSO (Shap),0.5002996055627635,classification,2,9,16
1044,Vanilla,0.4721887879782616,classification,2,9,32
1045,LASSO (Saabas),0.4881382249803303,classification,2,9,32
1046,LASSO (Shap),0.49698049698049696,classification,2,9,32
1047,Vanilla,0.4758101073890548,classification,2,9,64
1048,LASSO (Saabas),0.5029205029205029,classification,2,9,64
1049,LASSO (Shap),0.5034259244785559,classification,2,9,64
1050,Vanilla,0.48986373463956334,classification,2,10,1
1051,LASSO (Saabas),0.4965072326996919,classification,2,10,1
1052,LASSO (Shap),0.4881959944275507,classification,2,10,1
1053,Vanilla,0.4741275571600482,classification,2,10,2
1054,LASSO (Saabas),0.5148498784147479,classification,2,10,2
1055,LASSO (Shap),0.5141982613558628,classification,2,10,2
1056,Vanilla,0.4492287949827982,classification,2,10,4
1057,LASSO (Saabas),0.512395703821322,classification,2,10,4
1058,LASSO (Shap),0.520327456296718,classification,2,10,4
1059,Vanilla,0.44934114275157166,classification,2,10,8
1060,LASSO (Saabas),0.48859045992679917,classification,2,10,8
1061,LASSO (Shap),0.4903705479075853,classification,2,10,8
1062,Vanilla,0.4451892685411267,classification,2,10,16
1063,LASSO (Saabas),0.5090402504606258,classification,2,10,16
1064,LASSO (Shap),0.5010335994727144,classification,2,10,16
1065,Vanilla,0.44772333488123595,classification,2,10,32
1066,LASSO (Saabas),0.5234657039711191,classification,2,10,32
1067,LASSO (Shap),0.5120311977270798,classification,2,10,32
1068,Vanilla,0.45263168406808774,classification,2,10,64
1069,LASSO (Saabas),0.5414713063798553,classification,2,10,64
1070,LASSO (Shap),0.5243095605454609,classification,2,10,64
1071,Vanilla,0.4788123929532665,classification,2,11,1
1072,LASSO (Saabas),0.5081406492129517,classification,2,11,1
1073,LASSO (Shap),0.5070625356822446,classification,2,11,1
1074,Vanilla,0.4869402985074627,classification,2,11,2
1075,LASSO (Saabas),0.5196252344833212,classification,2,11,2
1076,LASSO (Shap),0.5008003017698395,classification,2,11,2
1077,Vanilla,0.48971841611614053,classification,2,11,4
1078,LASSO (Saabas),0.505749938830438,classification,2,11,4
1079,LASSO (Shap),0.4994698637957753,classification,2,11,4
1080,Vanilla,0.4920505056683794,classification,2,11,8
1081,LASSO (Saabas),0.4926137753853682,classification,2,11,8
1082,LASSO (Shap),0.4908143707691053,classification,2,11,8
1083,Vanilla,0.49461707854171766,classification,2,11,16
1084,LASSO (Saabas),0.4626101052116467,classification,2,11,16
1085,LASSO (Shap),0.47359004159530227,classification,2,11,16
1086,Vanilla,0.4764955957915341,classification,2,11,32
1087,LASSO (Saabas),0.46645614142402736,classification,2,11,32
1088,LASSO (Shap),0.4725501590408612,classification,2,11,32
1089,Vanilla,0.4722188239132208,classification,2,11,64
1090,LASSO (Saabas),0.4730802952450861,classification,2,11,64
1091,LASSO (Shap),0.46913995595791536,classification,2,11,64
1092,Vanilla,0.4641066666666668,classification,2,12,1
1093,LASSO (Saabas),0.5045680000000001,classification,2,12,1
1094,LASSO (Shap),0.510008,classification,2,12,1
1095,Vanilla,0.4589146666666666,classification,2,12,2
1096,LASSO (Saabas),0.5217973333333332,classification,2,12,2
1097,LASSO (Shap),0.5215466666666666,classification,2,12,2
1098,Vanilla,0.45543733333333336,classification,2,12,4
1099,LASSO (Saabas),0.5029946666666666,classification,2,12,4
1100,LASSO (Shap),0.497424,classification,2,12,4
1101,Vanilla,0.4451546666666667,classification,2,12,8
1102,LASSO (Saabas),0.5117573333333334,classification,2,12,8
1103,LASSO (Shap),0.510032,classification,2,12,8
1104,Vanilla,0.438624,classification,2,12,16
1105,LASSO (Saabas),0.49403733333333344,classification,2,12,16
1106,LASSO (Shap),0.5039146666666667,classification,2,12,16
1107,Vanilla,0.4492693333333333,classification,2,12,32
1108,LASSO (Saabas),0.5134240000000001,classification,2,12,32
1109,LASSO (Shap),0.5200746666666667,classification,2,12,32
1110,Vanilla,0.4477173333333334,classification,2,12,64
1111,LASSO (Saabas),0.5002826666666667,classification,2,12,64
1112,LASSO (Shap),0.50088,classification,2,12,64
1113,Vanilla,0.479155594025076,classification,2,13,1
1114,LASSO (Saabas),0.48427811438608215,classification,2,13,1
1115,LASSO (Shap),0.5117003021882072,classification,2,13,1
1116,Vanilla,0.4723424394737774,classification,2,13,2
1117,LASSO (Saabas),0.481668767304957,classification,2,13,2
1118,LASSO (Shap),0.5091592891237554,classification,2,13,2
1119,Vanilla,0.49357154065367814,classification,2,13,4
1120,LASSO (Saabas),0.4856017695979429,classification,2,13,4
1121,LASSO (Shap),0.5005896972549972,classification,2,13,4
1122,Vanilla,0.5074155062538279,classification,2,13,8
1123,LASSO (Saabas),0.4818889546920161,classification,2,13,8
1124,LASSO (Shap),0.4934272799518118,classification,2,13,8
1125,Vanilla,0.5029105229323898,classification,2,13,16
1126,LASSO (Saabas),0.4574025987173451,classification,2,13,16
1127,LASSO (Shap),0.4759995748105629,classification,2,13,16
1128,Vanilla,0.4887147636908469,classification,2,13,32
1129,LASSO (Saabas),0.47113520517921226,classification,2,13,32
1130,LASSO (Shap),0.4740482590011086,classification,2,13,32
1131,Vanilla,0.4796491174788292,classification,2,13,64
1132,LASSO (Saabas),0.4664176271392344,classification,2,13,64
1133,LASSO (Shap),0.46481810497117315,classification,2,13,64
1134,Vanilla,0.5045356361145834,classification,2,14,1
1135,LASSO (Saabas),0.5082115608431398,classification,2,14,1
1136,LASSO (Shap),0.49247333457859777,classification,2,14,1
1137,Vanilla,0.49586189059873265,classification,2,14,2
1138,LASSO (Saabas),0.4909335172493068,classification,2,14,2
1139,LASSO (Shap),0.49026059552375345,classification,2,14,2
1140,Vanilla,0.49234880813828186,classification,2,14,4
1141,LASSO (Saabas),0.5074141126772705,classification,2,14,4
1142,LASSO (Shap),0.49215243952086063,classification,2,14,4
1143,Vanilla,0.49736099736099737,classification,2,14,8
1144,LASSO (Saabas),0.5096723517776149,classification,2,14,8
1145,LASSO (Shap),0.5019133966502387,classification,2,14,8
1146,Vanilla,0.496257022572812,classification,2,14,16
1147,LASSO (Saabas),0.49586428533796956,classification,2,14,16
1148,LASSO (Shap),0.4946333893702315,classification,2,14,16
1149,Vanilla,0.4956535482851272,classification,2,14,32
1150,LASSO (Saabas),0.4830859567701673,classification,2,14,32
1151,LASSO (Shap),0.48681696050117107,classification,2,14,32
1152,Vanilla,0.4961899698741803,classification,2,14,64
1153,LASSO (Saabas),0.4788424788424789,classification,2,14,64
1154,LASSO (Shap),0.47193126140494557,classification,2,14,64
1155,Vanilla,0.44725373179657724,classification,2,15,1
1156,LASSO (Saabas),0.48499688700590715,classification,2,15,1
1157,LASSO (Shap),0.47015575094022544,classification,2,15,1
1158,Vanilla,0.43325538193653546,classification,2,15,2
1159,LASSO (Saabas),0.46933827362964986,classification,2,15,2
1160,LASSO (Shap),0.4687460454851462,classification,2,15,2
1161,Vanilla,0.43284537783649435,classification,2,15,4
1162,LASSO (Saabas),0.4720159547274485,classification,2,15,4
1163,LASSO (Shap),0.46185190246964203,classification,2,15,4
1164,Vanilla,0.44250072130350937,classification,2,15,8
1165,LASSO (Saabas),0.4408303342292682,classification,2,15,8
1166,LASSO (Shap),0.44600853415941566,classification,2,15,8
1167,Vanilla,0.4568635192524765,classification,2,15,16
1168,LASSO (Saabas),0.4265358702969746,classification,2,15,16
1169,LASSO (Shap),0.42556907050551995,classification,2,15,16
1170,Vanilla,0.4588705146310723,classification,2,15,32
1171,LASSO (Saabas),0.41728293826148133,classification,2,15,32
1172,LASSO (Shap),0.42291669830278555,classification,2,15,32
1173,Vanilla,0.4579492708507331,classification,2,15,64
1174,LASSO (Saabas),0.43099529760729705,classification,2,15,64
1175,LASSO (Shap),0.4355255898237995,classification,2,15,64
1176,Vanilla,0.46159768559563263,classification,2,16,1
1177,LASSO (Saabas),0.5227163143732598,classification,2,16,1
1178,LASSO (Shap),0.5303169344511326,classification,2,16,1
1179,Vanilla,0.4767626335681956,classification,2,16,2
1180,LASSO (Saabas),0.5378034933818612,classification,2,16,2
1181,LASSO (Shap),0.5405642916025073,classification,2,16,2
1182,Vanilla,0.48654078463700035,classification,2,16,4
1183,LASSO (Saabas),0.5333447394480477,classification,2,16,4
1184,LASSO (Shap),0.5306591178925648,classification,2,16,4
1185,Vanilla,0.4898174503185935,classification,2,16,8
1186,LASSO (Saabas),0.5383919452091727,classification,2,16,8
1187,LASSO (Shap),0.5353408095230688,classification,2,16,8
1188,Vanilla,0.4881972635693881,classification,2,16,16
1189,LASSO (Saabas),0.5090652688991544,classification,2,16,16
1190,LASSO (Shap),0.5172673022983321,classification,2,16,16
1191,Vanilla,0.4931018928965829,classification,2,16,32
1192,LASSO (Saabas),0.5046998377220953,classification,2,16,32
1193,LASSO (Shap),0.504471715427807,classification,2,16,32
1194,Vanilla,0.5051094209322944,classification,2,16,64
1195,LASSO (Saabas),0.5189211889319211,classification,2,16,64
1196,LASSO (Shap),0.5071262293977054,classification,2,16,64
1197,Vanilla,0.4280163730764852,classification,2,17,1
1198,LASSO (Saabas),0.48311217141245,classification,2,17,1
1199,LASSO (Shap),0.4215423754819615,classification,2,17,1
1200,Vanilla,0.41692940471889095,classification,2,17,2
1201,LASSO (Saabas),0.4910388588341855,classification,2,17,2
1202,LASSO (Shap),0.437135899504551,classification,2,17,2
1203,Vanilla,0.4433921173634794,classification,2,17,4
1204,LASSO (Saabas),0.4751929082998827,classification,2,17,4
1205,LASSO (Shap),0.43114448200594935,classification,2,17,4
1206,Vanilla,0.43371329297808836,classification,2,17,8
1207,LASSO (Saabas),0.47986279876657467,classification,2,17,8
1208,LASSO (Shap),0.4526749785932419,classification,2,17,8
1209,Vanilla,0.441699374873168,classification,2,17,16
1210,LASSO (Saabas),0.4923504867872044,classification,2,17,16
1211,LASSO (Shap),0.4737550670910071,classification,2,17,16
1212,Vanilla,0.4494874751904335,classification,2,17,32
1213,LASSO (Saabas),0.4867525576745083,classification,2,17,32
1214,LASSO (Shap),0.4688649221189969,classification,2,17,32
1215,Vanilla,0.4717208063789664,classification,2,17,64
1216,LASSO (Saabas),0.476294180826474,classification,2,17,64
1217,LASSO (Shap),0.45980726493399793,classification,2,17,64
1218,Vanilla,0.5174596750881656,classification,2,18,1
1219,LASSO (Saabas),0.5445549324545682,classification,2,18,1
1220,LASSO (Shap),0.5498930450367115,classification,2,18,1
1221,Vanilla,0.4936862847121851,classification,2,18,2
1222,LASSO (Saabas),0.534914532385192,classification,2,18,2
1223,LASSO (Shap),0.5490860650209093,classification,2,18,2
1224,Vanilla,0.4968491645950165,classification,2,18,4
1225,LASSO (Saabas),0.5133886415756104,classification,2,18,4
1226,LASSO (Shap),0.5235975409994026,classification,2,18,4
1227,Vanilla,0.4865704071997071,classification,2,18,8
1228,LASSO (Saabas),0.5290705517334413,classification,2,18,8
1229,LASSO (Shap),0.5451860630937928,classification,2,18,8
1230,Vanilla,0.4607518644851709,classification,2,18,16
1231,LASSO (Saabas),0.5188255188761057,classification,2,18,16
1232,LASSO (Shap),0.5227014318475265,classification,2,18,16
1233,Vanilla,0.45252066832398685,classification,2,18,32
1234,LASSO (Saabas),0.5018837563353954,classification,2,18,32
1235,LASSO (Shap),0.49809697250004814,classification,2,18,32
1236,Vanilla,0.4611396966718698,classification,2,18,64
1237,LASSO (Saabas),0.4978512651519531,classification,2,18,64
1238,LASSO (Shap),0.4990557129367328,classification,2,18,64
1239,Vanilla,0.46877980720446477,classification,2,19,1
1240,LASSO (Saabas),0.5010400811770674,classification,2,19,1
1241,LASSO (Shap),0.502937595129376,classification,2,19,1
1242,Vanilla,0.48440639269406394,classification,2,19,2
1243,LASSO (Saabas),0.5212100456621005,classification,2,19,2
1244,LASSO (Shap),0.5153551496702182,classification,2,19,2
1245,Vanilla,0.47704211060375434,classification,2,19,4
1246,LASSO (Saabas),0.5074987316083206,classification,2,19,4
1247,LASSO (Shap),0.5106062912227296,classification,2,19,4
1248,Vanilla,0.4923363774733638,classification,2,19,8
1249,LASSO (Saabas),0.5067072552004059,classification,2,19,8
1250,LASSO (Shap),0.4984221207508879,classification,2,19,8
1251,Vanilla,0.4952815829528159,classification,2,19,16
1252,LASSO (Saabas),0.4941349568746829,classification,2,19,16
1253,LASSO (Shap),0.4985337392186706,classification,2,19,16
1254,Vanilla,0.5005022831050228,classification,2,19,32
1255,LASSO (Saabas),0.5043378995433789,classification,2,19,32
1256,LASSO (Shap),0.5129908675799086,classification,2,19,32
1257,Vanilla,0.5135971588026382,classification,2,19,64
1258,LASSO (Saabas),0.5537239979705734,classification,2,19,64
1259,LASSO (Shap),0.5514510400811771,classification,2,19,64
1260,Vanilla,0.530475235109718,classification,2,20,1
1261,LASSO (Saabas),0.47017178683385585,classification,2,20,1
1262,LASSO (Shap),0.501494670846395,classification,2,20,1
1263,Vanilla,0.5254420062695925,classification,2,20,2
1264,LASSO (Saabas),0.48317742946708453,classification,2,20,2
1265,LASSO (Shap),0.4972363636363637,classification,2,20,2
1266,Vanilla,0.5223598746081504,classification,2,20,4
1267,LASSO (Saabas),0.49746206896551726,classification,2,20,4
1268,LASSO (Shap),0.5001931034482758,classification,2,20,4
1269,Vanilla,0.5254344827586207,classification,2,20,8
1270,LASSO (Saabas),0.5090407523510971,classification,2,20,8
1271,LASSO (Shap),0.5157868338557993,classification,2,20,8
1272,Vanilla,0.5046219435736676,classification,2,20,16
1273,LASSO (Saabas),0.505301567398119,classification,2,20,16
1274,LASSO (Shap),0.5110068965517242,classification,2,20,16
1275,Vanilla,0.49935548589341694,classification,2,20,32
1276,LASSO (Saabas),0.4837492163009405,classification,2,20,32
1277,LASSO (Shap),0.4983623824451411,classification,2,20,32
1278,Vanilla,0.5043912225705329,classification,2,20,64
1279,LASSO (Saabas),0.5009153605015674,classification,2,20,64
1280,LASSO (Shap),0.5094420062695925,classification,2,20,64
1281,Vanilla,0.47049978035346196,classification,2,21,1
1282,LASSO (Saabas),0.4612287654899083,classification,2,21,1
1283,LASSO (Shap),0.47456203445795575,classification,2,21,1
1284,Vanilla,0.4678519534059695,classification,2,21,2
1285,LASSO (Saabas),0.4627300857828347,classification,2,21,2
1286,LASSO (Shap),0.4780812064629184,classification,2,21,2
1287,Vanilla,0.4485640909288393,classification,2,21,4
1288,LASSO (Saabas),0.4694763723081231,classification,2,21,4
1289,LASSO (Shap),0.4822231126086768,classification,2,21,4
1290,Vanilla,0.447984803356006,classification,2,21,8
1291,LASSO (Saabas),0.4711876843462015,classification,2,21,8
1292,LASSO (Shap),0.47555647812465307,classification,2,21,8
1293,Vanilla,0.4539225009775478,classification,2,21,16
1294,LASSO (Saabas),0.4877601363256755,classification,2,21,16
1295,LASSO (Shap),0.48750911171078104,classification,2,21,16
1296,Vanilla,0.4729255470647016,classification,2,21,32
1297,LASSO (Saabas),0.5117716062196176,classification,2,21,32
1298,LASSO (Shap),0.49167998223518117,classification,2,21,32
1299,Vanilla,0.4784963625567823,classification,2,21,64
